Date,Site_Number,Depth_Bin,Quadrat_Number,Species,Percent_Cover,Height (cm),Notes,Observer,Data Entry Questions/notes
2/25/23,20,Deep,1,Other,10,20,,Greg,
2/25/23,20,Deep,2,Halophila,90,4.9,,Greg,
2/25/23,20,Deep,2,Macroalgae,5,8,,Greg,
2/25/23,20,Deep,2,Other,1,7,,Greg,
2/25/23,20,Deep,3,Halophila,80,5.9,,Greg,
2/25/23,20,Deep,3,Macroalgae,7,13,,Greg,
2/25/23,20,Deep,3,Other,10,27,,Greg,
2/25/23,20,Deep,4,Halophila,90,5.7,,Greg,
2/25/23,20,Deep,4,Other,5,20,,Greg,
2/25/23,20,Deep,5,Halophila,95,5.5,,Greg,
2/25/23,20,Deep,5,Other,5,17,,Greg,
2/24/23,15,Shallow,1,Halophila,50,3.4,coated in bacteria mats,Avery,
2/24/23,15,Shallow,1,Macroalgae,5,14.9,,Avery,
2/24/23,15,Shallow,1,Other,45,,sand,Avery,
2/24/23,15,Shallow,2,Halophila,45,3.4,coated in bacteria mats,Avery,
2/24/23,15,Shallow,2,Macroalgae,5,10.1,coated in bacteria mats,Avery,
2/24/23,15,Shallow,2,Other,50,,sand,Avery,
2/24/23,15,Shallow,3,Halophila,39,3.9,coated in bacteria mats,Avery,
2/24/23,15,Shallow,3,Macroalgae,3,12.4,coated in bacteria mats,Avery,
2/24/23,15,Shallow,3,Other,58,,sand,Avery,
2/24/23,15,Shallow,4,Halophila,32,3.4,coated in bacteria mats,Avery,
2/24/23,15,Shallow,4,Macroalgae,5,13.9,coates in bacteria mats,Avery,
2/24/23,15,Shallow,4,Halodule ,1,8.1,coated in bacteria mats,Avery,
2/24/23,15,Shallow,4,Other,62,,sand,Avery,
2/24/23,15,Shallow,5,Halophila,39,4.1,coated in bacteria mats,Avery,
2/24/23,15,Shallow,5,Halodule ,5,8.4,coated in bacteria mats,Avery,
2/24/23,15,Shallow,5,Macroalgae,2,12.5,coated in bacteria mats,Avery,
2/24/23,15,Shallow,5,Other,54,,sand,Avery,
2/24/23,15,Shallow,1,Halophila,33,3,"macrobacteria, lots of green calcified algae ",James,
2/24/23,15,Shallow,2,Halophila,40,4,"macrobacteria, lots of green calcified algae ",James,
2/24/23,15,Shallow,3,Halophila,35,2,"macrobacteria, lots of green calcified algae ",James,
2/24/23,15,Shallow,4,Halophila,20,1.5,"macrobacteria, lots of green calcified algae ",James,
2/24/23,15,Shallow,5,Halophila,25,2.5,"macrobacteria, lots of green calcified algae ",James,
2/24/23,15,Shallow,5,Halodule ,20,14.5,"macrobacteria, lots of green calcified algae ",James,
2/24/23,16,Deep,1,Halophila,85,7.6,"sponges, sand, mats of bacteria",Avery,
2/24/23,16,Deep,2,Halophila,90,6.2,"sponges, sand, mats of bacteria",Avery,
2/24/23,16,Deep,3,Halophila,85,7.2,"sponges, sand, mats of bacteria",Avery,
2/24/23,16,Deep,3,Macroalgae,1,21.2,"sponges, sand, mats of bacteria",Avery,said less than one changed to 1 for analysis
2/24/23,16,Deep,4,Halophila,85,6.6,"sponges, sand, mats of bacteria",Avery,
2/24/23,16,Deep,5,Halophila,90,8.1,"sponges, sand, mats of bacteria",Avery,
2/24/23,16,Deep,1,Halophila,99,6,,James,
2/24/23,16,Deep,2,Halophila,100,8,,James,
2/24/23,16,Deep,3,Halophila,100,9.5,,James,
2/24/23,16,Deep,4,Halophila,98,8,,James,
2/24/23,16,Deep,5,Halophila,98,7,,James,
2/24/23,16,Intermediate,1,Halophila,30,4,,Karl,
2/24/23,16,Intermediate,1,Macroalgae,35,19,,Karl,
2/24/23,16,Intermediate,2,Halophila,75,3.5,,Karl,
2/24/23,16,Intermediate,2,Macroalgae,10,13,,Karl,
2/24/23,16,Intermediate,3,Halophila,70,4,,Karl,
2/24/23,16,Intermediate,3,Macroalgae,10,7,,Karl,
2/24/23,16,Intermediate,4,Halophila,40,4,,Karl,
2/24/23,16,Intermediate,4,Macroalgae,30,13,,Karl,
2/24/23,16,Intermediate,5,Halophila,5,2,,Karl,
2/24/23,16,Intermediate,5,Macroalgae,50,15,,Karl,
2/24/23,16,Intermediate,1,Halophila,10,3,,Stefanie,
2/24/23,16,Intermediate,1,Macroalgae,40,4,,Stefanie,
2/24/23,16,Intermediate,2,Halophila,65,3,,Stefanie,
2/24/23,16,Intermediate,2,Macroalgae,10,13,giant sea star (he's moving),Stefanie,
2/24/23,16,Intermediate,3,Halophila,40,3,,Stefanie,
2/24/23,16,Intermediate,3,Macroalgae,35,1.5,,Stefanie,
2/24/23,16,Intermediate,4,Halophila,35,1.5,,Stefanie,
2/24/23,16,Intermediate,4,Macroalgae,15,11,,Stefanie,
2/24/23,16,Intermediate,5,Halophila,2,2,,Stefanie,
2/24/23,16,Intermediate,5,Macroalgae,30,12,,Stefanie,
2/24/23,17,Intermediate,1,Halophila,85,7,,Karl,
2/24/23,17,Intermediate,2,Halophila,80,7,,Karl,
2/24/23,17,Intermediate,2,Macroalgae,10,,,Karl,
2/24/23,17,Intermediate,3,Halophila,70,9,,Karl,
2/24/23,17,Intermediate,3,Macroalgae,30,,,Karl,
2/24/23,17,Intermediate,4,Halophila,95,4,,Karl,
2/24/23,17,Intermediate,5,Halophila,95,4,,Karl,
2/24/23,17,Intermediate,1,Halophila,90,4.5,,Stefanie,
2/24/23,17,Intermediate,1,Macroalgae,2,13,rope sponges and lots of nudibranchs,Stefanie,
2/24/23,17,Intermediate,2,Halophila,95,2.5,scarring,Stefanie,
2/24/23,17,Intermediate,3,Halophila,90,4,,Stefanie,
2/24/23,17,Intermediate,4,Halophila,60,4,,Stefanie,
2/24/23,17,Intermediate,4,Macroalgae,10,n/a,red mat over taking and sand,Stefanie,
2/24/23,17,Intermediate,5,Halophila,95,5,rope sponges,Stefanie,
2/24/23,16,Shallow,1,Halophila,20,1,Bouy anchored,Stefanie,
2/24/23,16,Shallow,1,Halodule ,10,11,,Stefanie,
2/24/23,16,Shallow,1,Macroalgae,1,3,,Stefanie,
2/24/23,16,Shallow,2,Halophila,10,1,,Stefanie,
2/24/23,16,Shallow,2,Halodule ,10,6,,Stefanie,
2/24/23,16,Shallow,3,Halophila,20,15,,Stefanie,
2/24/23,16,Shallow,3,Halodule ,10,8,,Stefanie,
2/24/23,16,Shallow,4,Halophila,30,15,,Stefanie,
2/24/23,16,Shallow,4,Halodule ,10,5,,Stefanie,
2/24/23,16,Shallow,5,Halophila,20,2,,Stefanie,
2/24/23,16,Shallow,5,Halodule ,10,7,,Stefanie,
2/24/23,16,Shallow,1,Halophila,20,1,,Karl,
2/24/23,16,Shallow,1,Halodule ,10,8,,Karl,
2/24/23,16,Shallow,2,Halophila,5,1.5,,Karl,
2/24/23,16,Shallow,2,Halodule ,5,6.5,,Karl,
2/24/23,16,Shallow,3,Halophila,20,2.5,,Karl,
2/24/23,16,Shallow,3,Halodule ,10,6,,Karl,
2/24/23,16,Shallow,3,Macroalgae,5,,,Karl,
2/24/23,16,Shallow,4,Halophila,15,3,,Karl,
2/24/23,16,Shallow,4,Halodule ,5,5,,Karl,
2/24/23,16,Shallow,4,Macroalgae,5,,,Karl,
2/24/23,16,Shallow,5,Halophila,40,2.5,,Karl,
2/24/23,16,Shallow,5,Halodule ,5,6.5,,Karl,
2/24/23,17,Deep,1,Halophila,85,7.5,a few sponges,james,
2/24/23,17,Deep,2,Halophila,90,7.5,,james,
2/24/23,17,Deep,3,Halophila,90,7,,james,
2/24/23,17,Deep,4,Halophila,85,8.5,,james,
2/24/23,17,Deep,5,Halophila,90,10,,james,
2/24/23,17,Deep,1,Halophila,85,8.9,sponges and sand,Avery,
2/24/23,17,Deep,2,Halophila,90,8.6,sponges and sand,Avery,
2/24/23,17,Deep,3,Halophila,90,7.6,sponges and sand,Avery,
2/24/23,17,Deep,4,Halophila,85,7.2,sponges and sand,Avery,
2/24/23,17,Deep,5,Halophila,90,9.1,sponges and sand,Avery,
2/16/23,6,Deep,1,Halophila,2,3,"Mostly sand, lots of bacteria",James,
2/16/23,6,Deep,2,Halophila,2,4,"Mostly sand, lots of bacteria",James,
2/16/23,6,Deep,3,Other,0,0,"Mostly sand, lots of bacteria",James,added 0
2/16/23,6,Deep,4,Halophila,1,3,"Mostly sand, lots of bacteria",James,
2/16/23,6,Deep,5,Halophila,2,2,"Mostly sand, lots of bacteria",James,
2/16/23,6,Deep,1,Other,0,0,"Sand, bacteria mat 100%",Avery,
2/16/23,6,Deep,2,Other,0,0,"Sand, bacteria mat 100%",Avery,
2/16/23,6,Deep,3,Halophila,1,4.6,"Sand, bacteria mat 100%",Avery,
2/16/23,6,Deep,4,Halophila,1,4.6,"Sand, bacteria mat 100%",Avery,
2/16/23,6,Deep,5,Halophila,1,5.1,"Sand, bacteria mat 100%",Avery,said less than one changed to 1 for analysis
2/16/23,7,Deep,1,Halophila,95,6,,Greg,
2/16/23,7,Deep,1,Other,5,12,"No notes on what ""other"" is",Greg,
2/16/23,7,Deep,2,Halophila,80,5.5,,Greg,
2/16/23,7,Deep,2,Other,5,13,"No notes on what ""other"" is",Greg,
2/16/23,7,Deep,3,Halophila,90,5.7,,Greg,
2/16/23,7,Deep,3,Other,5,10,"No notes on what ""other"" is",Greg,
2/16/23,7,Deep,4,Halophila,15,6,,Greg,
2/16/23,7,Deep,4,Other,3,10,"No notes on what ""other"" is",Greg,
2/16/23,7,Deep,5,Halophila,85,5.6,,Greg,
2/16/23,7,Deep,5,Other,5,13,"No notes on what ""other"" is",Greg,
2/16/23,7,Deep,1,Halophila,98,11,,Darian,
2/16/23,7,Deep,1,Other,2,,"Sponge, no height data",Darian,
2/16/23,7,Deep,2,Halophila,98,11,,Darian,
2/16/23,7,Deep,2,Other,2,,"Sponge, no height data",Darian,
2/16/23,7,Deep,3,Halophila,98,11,,Darian,
2/16/23,7,Deep,3,Other,2,,"Sponge, no height data",Darian,
2/16/23,7,Deep,4,Halophila,98,11,,Darian,
2/16/23,7,Deep,4,Other,2,,"Sponge, no height data",Darian,
2/16/23,7,Deep,5,Halophila,98,11,,Darian,
2/16/23,7,Deep,5,Other,2,,"Sponge, no height data",Darian,
2/18/23,9,Deep,1,Other,0,,Few small rocks and sponges,James,changed this to zero so I don’t get Nas
2/18/23,9,Deep,2,Other,0,,Few small rocks and sponges,James,changed this to zero so I don’t get Nas
2/18/23,9,Deep,3,Other,0,,Few small rocks and sponges,James,changed this to zero so I don’t get Nas
2/18/23,9,Deep,4,Other,0,,Sandy,James,changed this to zero so I don’t get Nas
2/18/23,9,Deep,5,Other,0,,1 medium rock,James,changed this to zero so I don’t get Nas
2/18/23,9,Deep,1,Other,1,,"Sponge, no height data",Darian,
2/18/23,9,Deep,1,Rubble,99,,,Darian,
2/18/23,9,Deep,2,Other,2,,"Sponge, no height data",Darian,
2/18/23,9,Deep,2,Rubble,98,,,Darian,
2/18/23,9,Deep,3,Halophila,1,6,,Darian,
2/18/23,9,Deep,3,Rubble,98,,,Darian,
2/18/23,9,Deep,4,Other,1,,"Sponge, no height data",Darian,
2/18/23,9,Deep,4,Rubble,99,,,Darian,
2/18/23,9,Deep,5,Other,2,,"Sponge, no height data",Darian,
2/18/23,9,Deep,5,Rubble,97,,,Darian,
2/18/23,9,Deep,5,Macroalgae,1,,,Darian,
2/18/23,10,Deep,1,Other,0,,Nothing listed,Stefanie,changed this to zero so I don’t get Nas
2/18/23,10,Deep,2,Macroalgae,70,,red turf,Stefanie,
2/18/23,10,Deep,3,Macroalgae,70,,,Stefanie,
2/18/23,10,Deep,4,Macroalgae,40,,,Stefanie,
2/18/23,10,Deep,5,Macroalgae,30,,,Stefanie,
2/18/23,10,Deep,5,Halophila,3,2.5,,Stefanie,
2/18/23,10,Deep,1,Other,0,,Bacteria on ground,Sabrina,changed this to zero so I don’t get Nas
2/18/23,10,Deep,2,Other,0,,Bacteria on ground,Sabrina,
2/18/23,10,Deep,3,Other,0,,"Bacteria on ground, broken shells",Sabrina,
2/18/23,10,Deep,4,Other,0,,Bacteria on ground,Sabrina,
2/18/23,10,Deep,5,Other,0,,Bacteria on ground,Sabrina,
2/18/23,11,Deep,1,Halophila,80,5.7,,Greg,
2/18/23,11,Deep,1,Macroalgae,5,9,,Greg,
2/18/23,11,Deep,1,Other,5,8,No notes,Greg,
2/18/23,11,Deep,2,Halophila,80,6.9,,Greg,
2/18/23,11,Deep,2,Macroalgae,5,4,,Greg,
2/18/23,11,Deep,3,Halophila,90,5.9,,Greg,
2/18/23,11,Deep,3,Macroalgae,1,17,,Greg,
2/18/23,11,Deep,4,Halophila,90,6,,Greg,
2/18/23,11,Deep,4,Macroalgae,2,12.5,,Greg,
2/18/23,11,Deep,4,Other,1,13,No notes,Greg,
2/18/23,11,Deep,5,Halophila,90,5.8,,Greg,
2/18/23,11,Deep,5,Macroalgae,2,4,,Greg,
2/18/23,11,Deep,5,Other,1,7,No notes,Greg,
2/18/23,11,Deep,1,Halophila,75,7.2,,Avery,
2/18/23,11,Deep,1,Other,5,,Matted bacteria,Avery,
2/18/23,11,Deep,2,Halophila,80,6.6,,Avery,
2/18/23,11,Deep,2,Other,5,,"Bacteria, sand",Avery,
2/18/23,11,Deep,3,Halophila,85,6.9,,Avery,
2/18/23,11,Deep,3,Macroalgae,1,24.4,,Avery,said less than one changed to 1 for analysis
2/18/23,11,Deep,3,Other,3,,"Bacteria, sand",Avery,
2/18/23,11,Deep,4,Halophila,82,7.6,,Avery,
2/18/23,11,Deep,4,Macroalgae,1,,,Avery,"says <1, changed to 1"
2/18/23,11,Deep,4,Other,4,,"Bacteria, sand",Avery,
2/18/23,11,Deep,5,Halophila,87,4.4,,Avery,
2/18/23,11,Deep,5,Other,2,,Bacteria,Avery,
2/18/23,12,Deep,1,Halophila,87,7.1,,Avery,
2/18/23,12,Deep,1,Other,4,,"Bacteria, sand",Avery,
2/18/23,12,Deep,2,Halophila,91,4.5,,Avery,
2/18/23,12,Deep,2,Other,1,,,Avery,
2/18/23,12,Deep,3,Halophila,85,4.2,,Avery,
2/18/23,12,Deep,3,Other,2,,"bacteria, sand",Avery,
2/18/23,12,Deep,4,Halophila,90,6.6,,Avery,
2/18/23,12,Deep,4,Macroalgae,1,19.6,,Avery,"says <1, changed to 1"
2/18/23,12,Deep,4,Other,2,,"Bacteria, sand",Avery,
2/18/23,12,Deep,5,Halophila,91,4.6,,Avery,
2/18/23,12,Deep,5,Macroalgae,1,18.7,,Avery,"says <1, changed to 1"
2/18/23,12,Deep,5,Other,2,,"Bacteria, sand",Avery,
2/18/23,12,Deep,1,Halophila,80,5.5,,Greg,
2/18/23,12,Deep,2,Halophila,85,5.8,,Greg,
2/18/23,12,Deep,3,Halophila,90,5.9,,Greg,
2/18/23,12,Deep,4,Halophila,90,5,,Greg,
2/18/23,12,Deep,5,Halophila,95,6,,Greg,
2/21/23,13,Deep,1,Halophila,96,8,,James,
2/21/23,13,Deep,2,Halophila,98,9,,James,
2/21/23,13,Deep,3,Halophila,96,6.5,,James,
2/21/23,13,Deep,4,Halophila,96,5,,James,
2/21/23,13,Deep,5,Halophila,91,9,,James,
2/21/23,13,Deep,1,Halophila,95,6.9,,Greg,
2/21/23,13,Deep,1,Macroalgae,5,10,,Greg,
2/21/23,13,Deep,2,Halophila,85,5.4,,Greg,
2/21/23,13,Deep,2,Macroalgae,5,15,,Greg,
2/21/23,13,Deep,3,Halophila,95,5.9,,Greg,
2/21/23,13,Deep,3,Macroalgae,5,11,,Greg,
2/21/23,13,Deep,4,Halophila,90,5.5,,Greg,
2/21/23,13,Deep,4,Macroalgae,5,10,,Greg,
2/21/23,13,Deep,5,Halophila,90,6,,Greg,
2/21/23,13,Deep,5,Macroalgae,3,10,,Greg,
2/21/23,13,Deep,5,Other,3,7,"Other, no notes",Greg,
2/21/23,14,Deep,1,Halophila,65,5.5,,Greg,
2/21/23,14,Deep,1,Macroalgae,30,7,,Greg,
2/21/23,14,Deep,1,Other,5,10,,Greg,
2/21/23,14,Deep,2,Halophila,70,4.7,,Greg,
2/21/23,14,Deep,2,Macroalgae,25,10,,Greg,
2/21/23,14,Deep,2,Other,3,13,,Greg,
2/21/23,14,Deep,3,Halophila,75,5.9,,Greg,
2/21/23,14,Deep,3,Macroalgae,20,,,Greg,
2/21/23,14,Deep,3,Other,5,2,,Greg,
2/21/23,14,Deep,4,Halophila,80,5.1,,Greg,
2/21/23,14,Deep,4,Macroalgae,15,,,Greg,
2/21/23,14,Deep,4,Other,5,16,,Greg,
2/21/23,14,Deep,5,Halophila,80,5.6,,Greg,
2/21/23,14,Deep,5,Macroalgae,10,5,,Greg,
2/21/23,14,Deep,5,Other,10,1,,Greg,
2/21/23,14,Deep,1,Halophila,95,8.5,Lots of macro-bacteria/snow,James,"greg records macroalgae on this transect as a percent cover, james just notes it"
2/21/23,14,Deep,2,Halophila,98,8,Lots of macro-bacteria/snow,James,
2/21/23,14,Deep,3,Halophila,100,11,Lots of macro-bacteria/snow,James,
2/21/23,14,Deep,4,Halophila,98,18,Lots of macro-bacteria/snow,James,
2/21/23,14,Deep,5,Halophila,94,7.5,Lots of macro-bacteria/snow,James,
2/21/23,13,Shallow,1,Macroalgae,50,2,,Madi,
2/21/23,13,Shallow,1,Rubble,50,,,Madi,
2/21/23,13,Shallow,2,Macroalgae,20,3,Coral head,Madi,
2/21/23,13,Shallow,2,Rubble,80,,,Madi,
2/21/23,13,Shallow,3,Macroalgae,20,3,,Madi,
2/21/23,13,Shallow,3,Rubble,80,,,Madi,
2/21/23,13,Shallow,4,Macroalgae,70,5,,Madi,
2/21/23,13,Shallow,4,Rubble,30,,,Madi,
2/21/23,13,Shallow,5,Macroalgae,10,4,,Madi,
2/21/23,13,Shallow,5,Rubble,90,,,Madi,
2/21/23,13,Shallow,1,Macroalgae,10,2,,Jordan,
2/21/23,13,Shallow,1,Rubble,90,,,Jordan,
2/21/23,13,Shallow,2,Macroalgae,15,2,Coral ,Jordan,
2/21/23,13,Shallow,2,Rubble,75,,,Jordan,
2/21/23,13,Shallow,3,Macroalgae,17,,,Jordan,
2/21/23,13,Shallow,3,Rubble,17,,,Jordan,
2/21/23,13,Shallow,3,Other,66,,"Sand, coral, sponge",Jordan,
2/21/23,13,Shallow,4,Macroalgae,20,2,,Jordan,
2/21/23,13,Shallow,4,Other,80,,"Sand, coral, sponge",Jordan,
2/21/23,13,Shallow,5,Macroalgae,10,2,,Jordan,
2/21/23,13,Shallow,5,Rubble,10,,,Jordan,
2/21/23,13,Shallow,5,Other,80,,Sand,Jordan,
2/21/23,12,Shallow,1,Halophila,95,4.5,,Jordan,
2/21/23,12,Shallow,2,Halophila,90,4,,Jordan,
2/21/23,12,Shallow,3,Halophila,80,5,,Jordan,
2/21/23,12,Shallow,5,Halophila,90,4.5,,Jordan,
2/21/23,12,Shallow,5,Halophila,80,3.5,,Jordan,
2/21/23,12,Shallow,1,Halophila,80,4,,Madi ,
2/21/23,12,Shallow,2,Halophila,75,4.5,Sponge,Madi ,
2/21/23,12,Shallow,3,Halophila,80,4,,Madi ,
2/21/23,12,Shallow,4,Halophila,80,3,,Madi ,
2/21/23,12,Shallow,5,Halophila,70,4,Sponge,Madi ,
2/18/23,11,Shallow,1,Halophila,60,2,,Kianna,
2/18/23,11,Shallow,1,Syringodium ,30,8,,Kianna,
2/18/23,11,Shallow,1,Macroalgae,70,,,Kianna,
2/18/23,11,Shallow,2,Halophila,75,2,,Kianna,
2/18/23,11,Shallow,2,Syringodium ,25,9,,Kianna,
2/18/23,11,Shallow,2,Macroalgae,60,,,Kianna,
2/18/23,11,Shallow,3,Halophila,70,1.5,,Kianna,
2/18/23,11,Shallow,3,Syringodium ,10,6,,Kianna,
2/18/23,11,Shallow,3,Macroalgae,30,,,Kianna,
2/18/23,11,Shallow,4,Halophila,30,2,,Kianna,
2/18/23,11,Shallow,4,Syringodium ,10,11,,Kianna,
2/18/23,11,Shallow,4,Macroalgae,20,,,Kianna,
2/18/23,11,Shallow,5,Halophila,25,2.5,,Kianna,
2/18/23,11,Shallow,5,Syringodium ,5,11,,Kianna,
2/18/23,11,Shallow,5,Macroalgae,10,,,Kianna,
2/18/23,11,Shallow,1,Halophila,50,1.5,,Natalie,
2/18/23,11,Shallow,1,Syringodium ,10,8,,Natalie,
2/18/23,11,Shallow,2,Halophila,65,1,,Natalie,
2/18/23,11,Shallow,2,Syringodium ,15,3.5,,Natalie,
2/18/23,11,Shallow,3,Halophila,60,3.5,,Natalie,
2/18/23,11,Shallow,3,Syringodium ,8,5.5,,Natalie,
2/18/23,11,Shallow,4,Halophila,20,1.5,,Natalie,
2/18/23,11,Shallow,4,Syringodium ,10,6.5,,Natalie,
2/18/23,11,Shallow,5,Halophila,35,2,,Natalie,
2/18/23,11,Shallow,5,Syringodium ,5,4.5,,Natalie,
2/18/23,11,Shallow,5,Macroalgae,2,7,,Natalie,
2/18/23,10,Shallow,1,Halophila,1,1,,Kianna,
2/18/23,10,Shallow,1,Macroalgae,5,,,Kianna,
2/18/23,10,Shallow,2,Halophila,20,3.5,,Kianna,
2/18/23,10,Shallow,2,Other,40,,Coral,Kianna,
2/18/23,10,Shallow,3,Halophila,25,4,,Kianna,
2/18/23,10,Shallow,4,Halophila,10,2.5,,Kianna,
2/18/23,10,Shallow,5,Halophila,10,2.5,,Kianna,
2/18/23,10,Shallow,5,Other,10,,Coral,Kianna,
2/18/23,10,Shallow,1,Halophila,5,3.5,,Natalie,
2/18/23,10,Shallow,1,Macroalgae,2,6,,Natalie,
2/18/23,10,Shallow,2,Halophila,5,2,,Natalie,
2/18/23,10,Shallow,2,Macroalgae,1,3,,Natalie,
2/18/23,10,Shallow,3,Halophila,20,4.5,,Natalie,
2/18/23,10,Shallow,4,Halophila,0,,,Natalie,
2/18/23,10,Shallow,5,Halophila,0,,,Natalie,
2/18/23,10,Shallow,5,Macroalgae,2,8,,Natalie,
2/16/23,7,Shallow,1,Halophila,5,2,,Stefanie,
2/16/23,7,Shallow,1,Macroalgae,25,5,,Stefanie,
2/16/23,7,Shallow,1,Rubble,25,,,Stefanie,
2/16/23,7,Shallow,2,Halophila,5,2,,Stefanie,
2/16/23,7,Shallow,2,Macroalgae,20,,,Stefanie,
2/16/23,7,Shallow,2,Rubble,20,,,Stefanie,
2/16/23,7,Shallow,3,Halophila,10,2.5,,Stefanie,
2/16/23,7,Shallow,3,Macroalgae,15,7,,Stefanie,
2/16/23,7,Shallow,3,Rubble,20,,,Stefanie,
2/16/23,7,Shallow,4,Macroalgae,5,2,,Stefanie,
2/16/23,7,Shallow,5,Halophila,5,2,,Stefanie,
2/16/23,7,Shallow,5,Rubble,10,,,Stefanie,
2/16/23,7,Shallow,1,Macroalgae,2,,,Jordan ,
2/16/23,7,Shallow,1,Rubble,5,,,Jordan ,
2/16/23,7,Shallow,1,Other,5,,,Jordan ,
2/16/23,7,Shallow,2,Macroalgae,5,,,Jordan ,
2/16/23,7,Shallow,2,Rubble,5,,,Jordan ,
2/16/23,7,Shallow,2,Other,5,,,Jordan ,
2/16/23,7,Shallow,3,Macroalgae,5,,,Jordan ,
2/16/23,7,Shallow,3,Rubble,15,,,Jordan ,
2/16/23,7,Shallow,3,Other,10,,,Jordan ,
2/16/23,7,Shallow,4,Macroalgae,5,,,Jordan ,
2/16/23,7,Shallow,4,Rubble,15,,,Jordan ,
2/16/23,7,Shallow,5,Macroalgae,5,,,Jordan ,
2/16/23,7,Shallow,5,Rubble,20,,,Jordan ,
2/18/23,8,Shallow,,Other,0,,nothing observed ,Stef ,
2/18/23,8,Shallow,2,Rubble,5,,,Kianna,
2/18/23,8,Shallow,3,Rubble,20,,,Kianna,
2/18/23,8,Shallow,4,Rubble,80,,,Kianna,
2/18/23,9,Shallow,1,Halophila,70,2.5,,Stef,
2/18/23,9,Shallow,1,Syringodium ,15,12,,Stef,
2/18/23,9,Shallow,2,Halophila,60,3,,Stef,
2/18/23,9,Shallow,2,Syringodium ,20,10,,Stef,
2/18/23,9,Shallow,3,Halophila,65,4,,Stef,
2/18/23,9,Shallow,3,Syringodium ,30,11.5,,Stef,
2/18/23,9,Shallow,4,Halophila,70,3.5,,Stef,
2/18/23,9,Shallow,4,Syringodium ,20,13,,Stef,
2/18/23,9,Shallow,4,Macroalgae,5,6,,Stef,
2/18/23,9,Shallow,5,Halophila,5,2.5,,Stef,
2/18/23,9,Shallow,5,Syringodium ,60,9,,Stef,
2/18/23,9,Shallow,5,Macroalgae,5,6,,Stef,
2/18/23,9,Shallow,1,Halophila,60,3.5,,Kianna,
2/18/23,9,Shallow,1,Syringodium ,30,20,,Kianna,
2/18/23,9,Shallow,2,Halophila,46,3,,Kianna,
2/18/23,9,Shallow,2,Syringodium ,53,13,,Kianna,
2/18/23,9,Shallow,3,Halophila,61,2,,Kianna,
2/18/23,9,Shallow,3,Syringodium ,33,12,,Kianna,
2/18/23,9,Shallow,4,Halophila,90,2,,Kianna,
2/18/23,9,Shallow,4,Syringodium ,10,17,,Kianna,
2/18/23,9,Shallow,5,Halophila,33,4,,Kianna,
2/18/23,9,Shallow,5,Syringodium ,66,16,,Kianna,